1000.318000	1386	0
1000.660000	1415	0
1000.871000	567	0
1001.464000	1007	0
1001.481000	1417	0
1002.021000	1727	0
1002.106000	1494	0
1002.376000	209	0
1002.387000	1581	0
1002.446000	1768	0
1002.804000	571	0
1002.841000	1371	0
1002.848000	1127	0
1003.000000	43	0
1003.073000	1093	0
1003.127000	1137	0
1003.154000	1468	0
1003.158000	108	0
1003.224000	1971	0
1003.275000	503	0
1003.607000	1309	0
1003.802000	1511	0
1003.929000	480	0
1004.205000	969	0
1004.526000	1070	0
1004.688000	504	0
1004.948000	1824	0
1005.096000	1865	0
1005.290000	865	0
1005.390000	1444	0
1005.652000	163	0
1005.658000	935	0
1005.967000	402	0
1006.228000	1175	0
1006.336000	705	0
1006.658000	1202	0
1007.092000	338	0
1007.206000	846	0
1007.440000	1543	0
1007.703000	563	0
1008.182000	1406	0
1008.271000	1539	0
1008.335000	608	0
1008.934000	1347	0
1009.015000	1917	0
1009.555000	37	0
1010.034000	1534	0
1010.224000	1254	0
1010.729000	894	0
1010.814000	1876	0
1010.974000	689	0
1011.075000	1888	0
1011.179000	988	0
1011.406000	1798	0
1011.591000	1840	0
1011.715000	308	0
1011.840000	1886	0
1012.322000	1756	0
1012.449000	235	0
1012.749000	1139	0
1013.270000	755	0
1014.106000	471	0
1016.048000	756	0
1017.098000	1951	0
1017.335000	568	0
1018.188000	660	0
1018.412000	1434	0
1019.667000	641	0
1020.755000	1400	0
1021.523000	397	0
1021.604000	579	0
1021.823000	1161	0
1023.117000	157	0
1023.231000	102	0
1026.831000	581	0
1028.443000	1960	0
1028.946000	1737	0
1030.433000	1064	0
1031.924000	74	0
1032.488000	707	0
1036.122000	1947	0
1044.228000	1378	0
1049.127000	1779	0
1057.928000	1796	0
1059.869000	1280	0
1059.881000	1037	0
1062.754000	783	0
1064.138000	126	0
1069.585000	76	0
1071.175000	1823	0
1072.665000	1537	0
1076.249000	1592	0
1077.337000	71	0
1086.745000	1897	0
1087.096000	1281	0
1088.190000	1014	0
1091.463000	1590	0
1092.606000	1765	0
1093.796000	1657	0
1094.671000	1131	0
1095.073000	1950	0
1095.184000	662	0
1095.395000	249	0
1095.451000	1282	0
1095.533000	647	0
1095.770000	309	0
1096.051000	1225	0
1096.128000	1495	0
1097.115000	1052	0
1097.292000	838	0
1098.597000	534	0
1098.606000	822	0
1098.665000	523	0
1099.400000	1624	0
1099.488000	1422	0
1099.503000	1264	0
1099.506000	459	0
1099.587000	639	0
1099.781000	1699	0
1099.812000	521	0
1099.840000	953	0
1099.889000	1211	0
1100.024000	1531	0
1100.143000	1935	0
1100.406000	1118	0
1100.480000	1525	0
1101.110000	217	0
1101.122000	105	0
1101.139000	1703	0
1101.167000	1195	0
1101.183000	761	0
1101.340000	754	0
1101.492000	1182	0
1101.581000	1926	0
1101.590000	527	0
1101.678000	559	0
1101.935000	153	0
1102.047000	1527	0
1102.050000	204	0
1102.126000	1060	0
1102.174000	247	0
1102.285000	1593	0
1102.389000	651	0
1102.912000	151	0
1103.091000	841	0
1103.483000	712	0
1103.504000	763	0
1103.552000	1155	0
1103.670000	1469	0
1103.754000	162	0
1103.920000	418	0
1104.297000	556	0
1104.305000	1346	0
1104.443000	413	0
1104.471000	1080	0
1104.481000	565	0
1104.487000	1625	0
1104.548000	677	0
1104.612000	1914	0
1104.937000	1691	0
1104.982000	1956	0
1104.988000	382	0
1105.136000	60	0
1105.152000	946	0
1105.335000	1723	0
1105.358000	1397	0
1105.363000	656	0
1105.583000	1116	0
1105.772000	1287	0
1106.049000	1470	0
1106.057000	98	0
1106.253000	542	0
1106.293000	646	0
1106.427000	380	0
1106.442000	779	0
1106.588000	872	0
1106.761000	46	0
1106.765000	261	0
1106.871000	495	0
1107.683000	224	0
1107.728000	706	0
1107.750000	1869	0
1107.877000	1033	0
1107.909000	1291	0
1107.957000	870	0
1108.010000	1062	0
1108.247000	1479	0
1108.331000	1032	0
1108.383000	1774	0
1108.714000	1168	0
1108.919000	802	0
1108.962000	1360	0
1109.133000	525	0
1109.305000	451	0
1109.312000	1042	0
1109.406000	1810	0
1109.463000	1279	0
1109.563000	1599	0
1109.638000	1176	0
1109.665000	1355	0
1109.714000	1660	0
1109.792000	587	0
1109.875000	191	0
1109.908000	160	0
1110.002000	374	0
1110.488000	917	0
1110.529000	1283	0
1110.692000	913	0
1111.041000	747	0
1111.041000	1813	0
1111.145000	787	0
1111.658000	1584	0
1111.681000	233	0
1111.692000	199	0
1111.758000	553	0
1112.139000	1114	0
1112.943000	744	0
1113.249000	149	0
1113.445000	1109	0
1113.652000	269	0
1113.859000	582	0
1113.984000	671	0
1114.051000	973	0
1114.201000	1188	0
1114.225000	1670	0
1115.086000	1359	0
1116.032000	485	0
1116.183000	1614	0
1116.570000	368	0
1117.735000	480	0
1118.384000	1949	0
1118.536000	1587	0
1119.098000	1969	0
1119.969000	848	0
1120.279000	1959	0
1122.651000	181	0
1124.570000	1242	0
1125.115000	949	0
1125.140000	538	0
1126.576000	99	0
1127.336000	1589	0
1127.489000	1336	0
1128.988000	1846	0
1129.219000	1903	0
